case_id,sample_role,frame,spell_id,spell_name,player_x,player_y,power,action,mask,issued_action_after_hit_detection,active_bullets,active_lasers,pipeline_clearance,minimum_pipeline_clearance_240f,minimum_corridor_slack_240f,nearest_bullet_clearance,nearest_laser_clearance,primary_cause_class,planner_failure_class,usable_pipeline_warning_lead_frames,usable_robust_warning_lead_frames,usable_viability_warning_lead_frames,viability_kernel_exhausted_at_frame,contributing_factors,bomb_input_verified_absent
LUN-S2-F3181-T1,canonical_fresh_attempt_causal_sample,3181,,,13.656854629516602,424.0,128.0,up_left,85,left,205,0,3.152935743331909,-1.3884068727493286,,-1.1055641174316406,,observed_bullet_overlap,robust_action_set_exhausted_before_hit,2,4,0,,,True
LUN-S2-F7956-T1,post_respawn_discovery_sample,7956,,,355.8988037109375,432.0,121.0,down_right_fast,161,down_left_fast,593,0,-2.4316463470458984,-2.4316463470458984,,0.94915771484375,,modeled_committed_prefix_collision,robust_action_set_exhausted_before_hit,0,8,0,,playfield_boundary;fast_mode,True
LUN-S2-F8414-T1,post_respawn_discovery_sample,8414,,,361.91888427734375,432.0,107.0,left_fast,65,left_fast,177,0,0.645548403263092,-1.6706899404525757,,-2.246490478515625,,observed_bullet_overlap,robust_action_set_exhausted_before_hit,2,7,0,,playfield_boundary;fast_mode,True
LUN-S2-F25932-T1,post_respawn_discovery_sample,25932,50,虚史「幻想郷伝説」,168.61962890625,432.0,109.0,down_right,165,up_right_fast,265,190,-4.531590461730957,-4.531590461730957,13.115613023199323,7.051422119140625,0.640980343516258,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,0,11,54,25878,playfield_boundary,True
