case_id,sample_role,frame,spell_id,spell_name,player_x,player_y,power,action,mask,issued_action_after_hit_detection,active_bullets,active_lasers,pipeline_clearance,minimum_pipeline_clearance_240f,minimum_corridor_slack_240f,nearest_bullet_clearance,nearest_laser_clearance,primary_cause_class,planner_failure_class,usable_pipeline_warning_lead_frames,usable_robust_warning_lead_frames,usable_viability_warning_lead_frames,viability_kernel_exhausted_at_frame,contributing_factors,bomb_input_verified_absent
LUN-S3-F2775-T1,canonical_fresh_attempt_causal_sample,2775,,,374.34454345703125,432.0,128.0,up_left_fast,81,stay,544,0,-1.3048279285430908,-1.3048279285430908,0.5740140143857033,-1.566070556640625,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,3,9,132,2643,playfield_boundary;fast_mode,True
LUN-S3-F4158-T1,post_respawn_discovery_sample,4158,,,313.330810546875,432.0,115.0,up_left_fast,81,down_right,1134,0,-3.036731004714966,-3.036731004714966,,3.153900146484375,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,0,9,239,3919,playfield_boundary;pool_density_over_1000;fast_mode,True
LUN-S3-F10484-T1,post_respawn_discovery_sample,10484,,,146.00880432128906,403.268310546875,103.0,up_fast,17,up_right_fast,140,0,-2.934906005859375,-2.934906005859375,,-2.1876220703125,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,2,19,240,10244,fast_mode,True
LUN-S3-F11966-T1,post_respawn_discovery_sample,11966,57,夢境「二重大結界」,372.747314453125,432.0,89.0,up_fast,17,up_left_fast,581,0,-2.9958553314208984,-2.9958553314208984,-2.5,3.97320556640625,,modeled_committed_prefix_collision,global_viability_kernel_exhausted_before_hit,0,5,34,11932,playfield_boundary;corridor_deadline_miss;fast_mode,True
LUN-S3-F20720-T1,post_respawn_discovery_sample,20720,,,376.0,400.19781494140625,93.0,left_fast,65,down_left_fast,827,0,-1.4501526355743408,-14.961334228515625,,-1.1290283203125,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,2,8,90,20630,playfield_boundary;fast_mode,True
LUN-S3-F35517-T1,post_respawn_discovery_sample,35517,69,回霊「夢想封印　侘」,300.667724609375,432.0,83.0,left,69,up_right_fast,709,0,0.672924816608429,-1.9209340810775757,9.478655657107534,-1.574493408203125,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,2,2,139,35378,playfield_boundary,True
LUN-S3-F36397-T1,post_respawn_discovery_sample,36397,69,回霊「夢想封印　侘」,13.656854629516602,407.62615966796875,67.0,down_right_fast,161,down_right_fast,708,0,-2.9365901947021484,-2.9365901947021484,,-0.13201904296875,,observed_bullet_overlap,global_viability_kernel_exhausted_before_hit,3,6,239,36158,fast_mode,True
